a,b,y
"Burroughs was a native of Mathews County , Virginia , and spent most of his career at the Gosport Yard ( known as Norfolk Naval Shipyard after 1862 ) .","Burroughs was a native of Mathews County , Virginia , and spent most of his career on the Yard Gosport ( known as Norfolk Naval Shipyard after 1862 ) .",1
"Sundance is once again foiled on a job by the Poet getting there first , and three of Sundance 's men are killed .","Once again , Sundance is killed by a job when the poet first comes there , and three of Sundance 's men are foiled .",0
"With support from the Rockefeller Foundation and the Carnegie Foundation , Carter contributed .","With support from the Carnegie Foundation and the Rockefeller Foundation , Carter conterred .",1
The Casimcea River is a tributary of the Cartal River in Romania .,The river Cartal is a tributary of the Casimcea River in Romania .,0
This prayer and the following are concelebrated in a said fair by individual concelebrants .,This prayer and the following are said by individual concelebrants in a concelebrated fair .,0
The middle period ( 2600 to 2000 BC ) of the Yellow River culture in the late Longshan area is simultaneously with the classic Shandong Longshan culture .,The late period ( 2600 to 2000 BC ) of the Longshan culture in the middle Yellow River area is contemporaneous with the classic Shandong Longshan culture .,0
"Billboard wrote about the song : `` You know the beat , now catch the groove .","About the song wrote Billboard : `` You start the beat , now know the groove .",0
The river Pascu is a tributary of the Valea Voenilor river .,The river Valea Voenilor is a tributary of the river Pascu .,0
"The announcer was David David , and Carl Fenton conducted the orchestra .",Carl Fenton was the announcer and David Ross conducted the orchestra .,0
Early industries were built in Lycoming County to serve the farmers and citizens of East - Hughesville .,Early industries in Hughesville were built to serve the farmers and citizens of eastern Lycoming County .,0
"When Vijay learns of Rama 's innocence , she has a change of heart and she and Vijay reconcile themselves .","When Rama learns of Vijay 's innocence , she has a change of heart and she and Vijay reconcile .",0
Shōgun : The Musical is a musical with a book and lyrics by John Driver and music by Paul Chihara .,Shōgun : The Musical is a musical with a book and texts by John Driver and music by Paul Chihara .,1
"The current Lodge , known as The Lodge on Lake Creek , is located at the eastern end of the lake , north of the Suttle Lake Outlet .","The current lodge , known as The Lodge at Lake Creek , is located at the east end of the lake , just north of the Suttle Lake outlet .",1
"She was the second daughter and the youngest of four children born of Philander Montague Wright and his wife , Mary Weeks ( Bracket ) Wright .","She was the second daughter and the youngest of four children born to Philander Montague Wright and his wife , Mary Weeks ( Bracket ) Wright .",1
"It was published by ( Spreng . ) K.Schum and described in `` Flora Brasiliensis 6 ( 6 ) : 128 '' , 1888 .","It was described by ( Spreng . ) K.Schum . and published in `` Flora Brasiliensis 6 ( 6 ) : 128 '' , in 1888 .",0
The United States Postal Service operates the Bell Post Office in 6327 Otis Avenue and the Bandini Station Post Office in 5555 Bandini Boulevard .,The United States Postal Service operates the Bell Post Office at 6327 Otis Avenue and the Bandini Boulevard Post Office at 5555 Bandini Station .,0
"It was commissioned by the governor of Rome , Ludovico Spada Veralli Potenziani , who had been directed by Mussolini to manage the Capital .","It was headed by the Governor of Rome , Ludovico Spada Veralli Potenziani , who had been commissioned by Mussolini to lead the capital .",0
"In June 1986 , Boeing 767-200ERs replaced the DC - 10 fleet with a new route to Mirabel International Airport , Montréal .","In June 1986 , Boeing 767-200ERs replaced the DC-10 fleet , with a new route to Mirabel International Airport , Montréal .",1
"Alla Petrovna Tsuper ( born April 16 , 1979 ) is a Belarusian ( until 2000 ) and Ukrainian ( since 2000 ) flight skier .",Alla Petrovna Tsuper ( ; ; ; born 16 April 1979 ) is a Ukrainian ( until 2000 ) and Belarusian ( since 2000 ) aerial skier .,0
He was born in Quebec around 1760 and settled in Detroit in 1782 ( the then Scotland ) .,He was born in Quebec around 1760 and settled in Detroit ( then part of Scotland ) in 1782 .,1
"In Ngapoi Ngawang Jigme , `` Ngapoi '' was , for example , his family name and `` Nga - Wang Jigmê '' his personal name .","In Ngapoi , Ngapoi Ngawang Jigme `` , for example , was his family name and '' Nga - Wang Jigmê `` his personal name .",0
"In the summer of 1956 , Mike Barnett took over the role of Frank Lovejoy until the end of the series in that same year .","In the summer of 1956 , Frank Lovejoy took over the role of Mike Barnett until the series ' end that same year .",0
"ZanAir Limited is a domestic airline based in Zanzibar , Tanzania . ZanAir was founded in 1992 in Zanzibar and is one of the most experienced airlines in Tanzania .","ZanAir Limited is a domestic airline based in Zanzibar , Tanzania ZanAir was founded in 1992 in Tanzania and is one of the most experienced airlines on Zanzibar .",0
"The singers of Sonic Syndicate , Richard Sjunnesson and Peter Wichers , sang also for a compilation - album , called `` with Soilwork guitarist Roland Johansson .","The singers of Sonic Syndicate , Richard Sjunnesson and Peter Wichers , also sang for a compilation album , called `` with Soilwork guitarist Roland Johansson .",1
The river Geamărtălui is a tributary of the River Strâmba in Romania .,The river Strâmba is a tributary of the River Geamărtălui in Romania .,0
"Jalari is one of the villages of Hamirpur , Nadaun , India .","Jalari is one of the villages in Hamirpur of Nadaun , India .",1
The Eastern Australian Football League is an Australian rule football contest in the eastern United States of America and a division of the United States Australian Football League .,The United States Australian Football League is an Australian football competition rule in the eastern United States of America and a division of the Eastern Australian Football League .,0
"In 1903 she spoke at the annual conference of the British Labour Party ( later the Labour Representation Committee ) , and was the first woman to do so .",In 1903 she spoke at the annual conference of the Labour Representation Committee ( later to the British Labour Party ) and was the first woman to do so .,0
"Other works of Benjamin Hallowell in Washington , D.C. , include sculptures by Bailly and Alexander `` Boss '' Shepherd .","Other works of Bailly in Washington , D.C. include sculptures by Benjamin Hallowell and Alexander `` Boss '' Shepherd .",0
"Pointe Aux Barques is located in Pointe aux Barques Lighthouse , not Huron Township .","Pointe aux Barques Lighthouse is situated in Huron Township , not Pointe Aux Barques .",0
It was completed in 1933 in a modernist style for the US federal government and is now used by the United States Postal Service as an office accommodation .,"It was completed in 1933 in Modernist style for the United States Federal Government , and is now used as office accommodation by the United States Postal Service .",1
"Its ancient cult sanctuary of Aphrodite was the second most important in Paphos , her homeland , after Cyprus .","After Cyprus , its ancient cult sanctuary of Aphrodite was the second most important in Paphos , her homeland .",1
"Here , two more sons were born : Louis in 1882 and Fred in 1884 .",Two other sons were born here : Louis in 1882 and Fred in 1884 .,1
"The Greeks and Romans identified the region as Gangaridai , a powerful kingdom of the historical subcontinent , in the 3rd century BCE .","In the 3rd century BC the Greeks and Romans identified the region as Gangaridai , a historical kingdom of the mighty subcontinent .",0
